chr	gene_id	gene_name	start	end	gene_type
2	ENSG00000231145.1	AC013468.1	190642909	190643157	protein_coding
2	ENSG00000064933.12	PMS1	190649107	190742355	protein_coding
2	ENSG00000187699.6	C2orf88	190744335	191068210	protein_coding
2	ENSG00000238641.1	AC008122.1	190749490	190749579	miRNA
2	ENSG00000223824.1	AC019178.3	190781980	190782484	pseudogene
2	ENSG00000204253.3	HNRNPCP2	190788062	190788942	pseudogene
2	ENSG00000213110.2	AC019178.2	190795003	190795736	pseudogene
2	ENSG00000138379.4	MSTN	190920423	190927455	protein_coding
2	ENSG00000198130.10	HIBCH	191054461	191208919	protein_coding
2	ENSG00000151689.8	INPP1	191208196	191236391	protein_coding
2	ENSG00000151690.10	MFSD6	191273081	191373931	protein_coding
2	ENSG00000189362.7	TMEM194B	191369068	191399448	protein_coding
2	ENSG00000233654.1	AC093388.3	191399581	191432828	antisense
2	ENSG00000251935.1	RN7SKP179	191417990	191418206	misc_RNA
2	ENSG00000138386.12	NAB1	191511472	191557492	protein_coding
2	ENSG00000228509.1	AC006460.2	191541670	191573442	antisense
2	ENSG00000235852.1	AC005540.3	191745523	191746785	antisense
2	ENSG00000115419.8	GLS	191745553	191830278	protein_coding
2	ENSG00000115415.14	STAT1	191829084	191885686	protein_coding
2	ENSG00000229023.1	AC067945.3	191857365	191858293	pseudogene
2	ENSG00000230686.1	AC067945.2	191882680	191883805	antisense
2	ENSG00000231858.1	AC067945.4	191886252	191897040	processed_transcript
2	ENSG00000138378.13	STAT4	191894302	192016322	protein_coding
2	ENSG00000207402.1	RNU6-959P	191986676	191986782	snRNA
2	ENSG00000230611.1	HMGB1P27	192038959	192039561	pseudogene
2	ENSG00000227542.1	AC092614.2	192093891	192110898	lincRNA
2	ENSG00000128641.13	MYO1B	192109911	192290115	protein_coding
2	ENSG00000252130.1	RNU6-1045P	192235664	192235770	snRNA
2	ENSG00000173559.7	NABP1	192542794	192553251	protein_coding
2	ENSG00000225884.2	AC098872.3	192658151	192684976	antisense
2	ENSG00000168497.4	SDPR	192699028	192711981	protein_coding
2	ENSG00000233766.2	AC098617.1	192711265	192908909	antisense
2	ENSG00000213946.3	DNAJB1P1	192745908	192746931	pseudogene
2	ENSG00000144339.7	TMEFF2	192813769	193060435	protein_coding
2	ENSG00000229395.1	AC013401.1	193494645	193510432	lincRNA
2	ENSG00000232227.1	AC013401.2	193508828	193510113	lincRNA
2	ENSG00000227418.2	PCGEM1	193614571	193641625	lincRNA
2	ENSG00000226242.1	RPS17P8	193638808	193639142	pseudogene
2	ENSG00000232658.1	AC092638.1	194121208	194122482	pseudogene
2	ENSG00000235218.2	AC092638.2	194141393	194142339	pseudogene
2	ENSG00000224219.1	AC074290.1	194595279	194595413	pseudogene
2	ENSG00000260142.1	RP11-764E7.1	194763091	194764118	lincRNA
2	ENSG00000224670.1	AC068135.1	194892643	194892888	pseudogene
2	ENSG00000215043.2	GLULP6	194994078	194994990	pseudogene
2	ENSG00000236695.1	HNRNPA1P47	195052103	195053033	pseudogene
2	ENSG00000225539.1	AC018799.1	195208993	195284369	lincRNA
2	ENSG00000225394.1	AC106883.1	195319305	195319866	pseudogene
2	ENSG00000264560.1	AC073973.1	195422898	195422998	miRNA
2	ENSG00000252517.1	SNORD59	195528831	195528898	snoRNA
2	ENSG00000230173.1	AC006196.1	195595319	195626159	lincRNA
2	ENSG00000235056.1	AC010983.1	195868435	195891094	lincRNA
2	ENSG00000224099.1	AC064834.1	196313256	196343649	lincRNA
2	ENSG00000271893.1	RP11-762E8.1	196316502	196380423	lincRNA
2	ENSG00000202206.1	RNU6-169P	196378760	196378866	snRNA
2	ENSG00000223466.1	AC064834.2	196397759	196403405	lincRNA
2	ENSG00000234919.1	AC064834.3	196434352	196437694	lincRNA
2	ENSG00000196950.9	SLC39A10	196440701	196602426	protein_coding
2	ENSG00000213107.2	AHCYP5	196447518	196448755	pseudogene
2	ENSG00000201813.1	RNU6-915P	196535096	196535198	snRNA
2	ENSG00000118997.9	DNAH7	196602427	196933536	protein_coding
2	ENSG00000203435.2	AC104600.1	196858983	196860404	pseudogene
2	ENSG00000227878.2	AC114760.1	196928036	196928687	pseudogene
2	ENSG00000081320.6	STK17B	196998290	197041227	protein_coding
2	ENSG00000272211.1	RP11-347P5.1	197015987	197019605	antisense
2	ENSG00000138411.5	HECW2	197063977	197458416	protein_coding
2	ENSG00000239161.1	snoU13	197079943	197080046	snoRNA
2	ENSG00000229056.2	AC020571.3	197124748	197128928	antisense
2	ENSG00000264627.1	RN7SL820P	197154133	197154429	misc_RNA
2	ENSG00000144395.13	CCDC150	197504278	197628214	protein_coding
2	ENSG00000252923.1	SCARNA16	197550872	197551054	snoRNA
2	ENSG00000119041.6	GTF3C3	197627756	197664449	protein_coding
2	ENSG00000187944.2	C2orf66	197669726	197675000	protein_coding
2	ENSG00000197121.9	PGAP1	197699908	197792520	protein_coding
2	ENSG00000065413.12	ANKRD44	197831741	198175897	protein_coding
2	ENSG00000225636.1	HNRNPA3P15	197879714	197880739	pseudogene
2	ENSG00000224442.1	AC017035.2	197893435	197894867	pseudogene
2	ENSG00000231621.1	AC013264.2	198062715	198063997	antisense
2	ENSG00000236977.1	ANKRD44-IT1	198115582	198167243	sense_intronic
2	ENSG00000230482.1	ATP5G2P3	198127835	198128259	pseudogene
2	ENSG00000225979.1	AC010746.3	198176117	198177464	antisense
2	ENSG00000213104.3	NPM1P46	198244425	198245616	pseudogene
2	ENSG00000115524.10	SF3B1	198256698	198299815	protein_coding
2	ENSG00000202434.1	SNORA4	198269442	198269578	snoRNA
2	ENSG00000206836.1	RNU6-1029P	198312469	198312575	snRNA
2	ENSG00000115520.4	COQ10B	198318147	198340032	protein_coding
2	ENSG00000144381.12	HSPD1	198351305	198381461	protein_coding
2	ENSG00000115541.6	HSPE1	198364718	198368181	protein_coding
2	ENSG00000270757.1	MOB4	198365137	198415450	protein_coding
2	ENSG00000115540.10	MOB4	198380295	198418423	protein_coding
2	ENSG00000231699.1	AC020550.7	198398527	198398689	pseudogene
2	ENSG00000162944.5	RFTN2	198435524	198540769	protein_coding
2	ENSG00000222017.1	AC011997.1	198557830	198639547	protein_coding
2	ENSG00000247626.3	MARS2	198570087	198573113	protein_coding
2	ENSG00000152430.13	BOLL	198591603	198651486	protein_coding
2	ENSG00000115896.11	PLCL1	198669426	199437305	protein_coding
2	ENSG00000237035.1	AC109589.1	199052526	199056245	lincRNA
2	ENSG00000236653.1	AC005235.1	199164087	199239821	lincRNA
2	ENSG00000225421.1	AC019330.1	199417919	199637080	lincRNA
2	ENSG00000252511.1	AC019330.2	199431369	199431453	miRNA
2	ENSG00000231557.1	AC018717.1	199747297	199936514	lincRNA
2	ENSG00000230407.1	AC018717.2	199973307	199974811	pseudogene
2	ENSG00000238698.1	RNU7-147P	200055782	200055843	snRNA
2	ENSG00000119042.12	SATB2	200134223	200335989	protein_coding
2	ENSG00000257045.1	RP11-486F17.1	200190033	200194085	antisense
2	ENSG00000225953.2	SATB2-AS1	200322423	200341658	antisense
2	ENSG00000238217.1	AC093590.1	200472791	200523855	lincRNA
2	ENSG00000213938.3	SEPHS1P6	200524274	200525452	pseudogene
2	ENSG00000226124.2	FTCDNL1	200625267	200715896	protein_coding
2	ENSG00000232732.4	AC073043.1	200732119	200775882	processed_transcript
2	ENSG00000227004.2	AC108032.1	200736895	200737101	pseudogene
2	ENSG00000240302.2	RN7SL717P	200765806	200766100	misc_RNA
2	ENSG00000178074.5	C2orf69	200775979	200820658	protein_coding
2	ENSG00000162971.6	TYW5	200794698	200820459	protein_coding
2	ENSG00000162972.6	C2orf47	200820040	200873263	protein_coding
2	ENSG00000196141.7	SPATS2L	201170604	201343253	protein_coding
2	ENSG00000201649.1	Y_RNA	201237898	201237992	misc_RNA
2	ENSG00000264798.1	AC105381.1	201251898	201251987	miRNA
2	ENSG00000155729.8	KCTD18	201353675	201384507	protein_coding
2	ENSG00000163535.13	SGOL2	201374731	201448505	protein_coding
2	ENSG00000138356.9	AOX1	201450591	201541787	protein_coding
2	ENSG00000244301.1	AC007163.4	201542956	201603504	pseudogene
2	ENSG00000243478.3	AOX2P	201560640	201658962	pseudogene
2	ENSG00000237166.1	AC007163.3	201577028	201599900	lincRNA
2	ENSG00000201737.1	RNU1-133P	201640307	201640473	snRNA
2	ENSG00000230408.3	AC007163.6	201645218	201676893	antisense
2	ENSG00000082153.13	BZW1	201675317	201688569	protein_coding
2	ENSG00000260006.1	RP11-469M7.1	201689396	201692061	lincRNA
2	ENSG00000207116.1	RNU6-31P	201694732	201694839	snRNA
2	ENSG00000221530.1	AC005037.2	201707909	201708022	miRNA
2	ENSG00000224346.1	AC005037.1	201708963	201710184	pseudogene
2	ENSG00000223092.1	RNA5SP115	201713761	201713867	rRNA
2	ENSG00000013441.11	CLK1	201717732	201729422	protein_coding
2	ENSG00000252759.1	Y_RNA	201727875	201727970	misc_RNA
2	ENSG00000240344.4	PPIL3	201735630	201754026	protein_coding
2	ENSG00000201499.1	RNU6-312P	201746438	201746544	snRNA
2	ENSG00000196290.10	NIF3L1	201754050	201768655	protein_coding
2	ENSG00000252916.1	RNU6-762P	201763743	201763844	snRNA
2	ENSG00000115942.4	ORC2	201773696	201828403	protein_coding
2	ENSG00000263947.1	RN7SL694P	201792267	201792534	misc_RNA
2	ENSG00000183308.6	AC005037.3	201827986	201873825	antisense
2	ENSG00000155744.4	FAM126B	201843216	201936394	protein_coding
2	ENSG00000225695.1	HNRNPA1P35	201927812	201928774	pseudogene
2	ENSG00000226658.1	AC005037.4	201931414	201931914	pseudogene
2	ENSG00000119013.4	NDUFB3	201936156	201950473	protein_coding
2	ENSG00000252148.1	RNU6-1206P	201944565	201944667	snRNA
2	ENSG00000232719.1	RP11-13J8.1	201966105	201967859	lincRNA
2	ENSG00000224672.4	AC007272.3	201966812	201967680	pseudogene
2	ENSG00000237078.1	AC007272.1	201973424	201973553	pseudogene
2	ENSG00000003402.14	CFLAR	201980827	202029033	protein_coding
2	ENSG00000232133.1	IMPDH1P10	202002239	202004750	pseudogene
2	ENSG00000226312.3	CFLAR-AS1	202005007	202022546	antisense
2	ENSG00000238829.1	RNU7-45P	202006627	202006689	snRNA
2	ENSG00000235579.1	AC007283.4	202027207	202027403	pseudogene
2	ENSG00000234431.2	AC007283.5	202031688	202032269	lincRNA
2	ENSG00000003400.10	CASP10	202047604	202094129	protein_coding
2	ENSG00000227348.1	MTND5P25	202077006	202077804	pseudogene
2	ENSG00000225796.2	MTND4P23	202078021	202079383	pseudogene
2	ENSG00000235318.3	AC005037.6	202079376	202079673	pseudogene
2	ENSG00000064012.17	CASP8	202098166	202152434	protein_coding
2	ENSG00000155749.8	ALS2CR12	202152994	202222121	protein_coding
2	ENSG00000115993.7	TRAK2	202241930	202316302	protein_coding
2	ENSG00000082146.8	STRADB	202252581	202345569	protein_coding
2	ENSG00000213090.2	AC007256.5	202275267	202278031	pseudogene
2	ENSG00000202008.1	Y_RNA	202288236	202288327	misc_RNA
2	ENSG00000155754.10	ALS2CR11	202352148	202483901	protein_coding
2	ENSG00000234842.1	AC007163.8	202414354	202415030	pseudogene
2	ENSG00000224299.1	AC007282.6	202415247	202415772	pseudogene
2	ENSG00000227736.1	AC007163.9	202417582	202418335	pseudogene
2	ENSG00000224590.1	AC007163.10	202418411	202418754	pseudogene
2	ENSG00000234731.2	AC007163.11	202418819	202419113	pseudogene
2	ENSG00000249177.1	MTND4P29	202419107	202420774	pseudogene
2	ENSG00000227841.1	MTND5P31	202421615	202422988	pseudogene
2	ENSG00000155755.14	TMEM237	202484907	202508293	protein_coding
2	ENSG00000241790.2	ENO1P4	202486369	202488153	pseudogene
2	ENSG00000082126.13	MPP4	202509593	202563417	protein_coding
2	ENSG00000222972.1	RNU6-651P	202511439	202511543	snRNA
2	ENSG00000003393.10	ALS2	202565277	202645912	protein_coding
2	ENSG00000230799.1	AC007279.2	202627460	202628296	pseudogene
2	ENSG00000138395.10	CDK15	202655184	202760273	protein_coding
2	ENSG00000202137.1	Y_RNA	202673404	202673505	misc_RNA
2	ENSG00000231124.1	UBE2V1P11	202689271	202689555	pseudogene
2	ENSG00000221374.1	AC007242.1	202705852	202705953	miRNA
2	ENSG00000212184.1	RNU6-440P	202792162	202792266	snRNA
2	ENSG00000221489.1	AC007358.1	202817980	202818059	miRNA
2	ENSG00000155760.1	FZD7	202899310	202903160	protein_coding
2	ENSG00000182329.6	AC079354.1	202937978	203062585	protein_coding
2	ENSG00000238770.1	snoU13	202946598	202946701	snoRNA
2	ENSG00000222035.2	AC079354.3	202978349	202981781	antisense
2	ENSG00000231903.1	AC079354.5	203043383	203044114	antisense
2	ENSG00000227890.1	PSMA2P3	203044020	203044694	pseudogene
2	ENSG00000223825.4	DAZAP2P1	203066103	203066609	pseudogene
2	ENSG00000116030.12	SUMO1	203070903	203103331	protein_coding
2	ENSG00000224463.1	AC079354.6	203096419	203096572	pseudogene
2	ENSG00000267889.1	AC079354.2	203104292	203104435	protein_coding
2	ENSG00000055044.6	NOP58	203130439	203168389	protein_coding
2	ENSG00000212534.1	SNORD70	203141154	203141241	snoRNA
2	ENSG00000212309.1	SNORD70	203142831	203142915	snoRNA
2	ENSG00000271852.1	SNORD11B	203156055	203156144	snoRNA
2	ENSG00000238317.1	SNORD11	203157772	203157859	snoRNA
2	ENSG00000264275.1	RN7SL753P	203198162	203198451	misc_RNA
2	ENSG00000226261.1	AC064836.3	203200747	203201450	pseudogene
2	ENSG00000242696.2	RN7SL40P	203221844	203222140	misc_RNA
2	ENSG00000204217.8	BMPR2	203241659	203432474	protein_coding
2	ENSG00000270915.1	RP11-27M5.1	203369735	203370066	pseudogene
2	ENSG00000236047.1	AC073410.1	203385124	203385712	pseudogene
2	ENSG00000223619.1	AC009960.1	203478937	203479427	pseudogene
2	ENSG00000233888.2	AC009960.2	203479576	203480252	pseudogene
2	ENSG00000235433.1	AC009960.4	203480492	203481163	pseudogene
2	ENSG00000237542.1	AC009960.5	203481423	203481935	pseudogene
2	ENSG00000233134.1	AC009960.7	203482007	203482350	pseudogene
2	ENSG00000241221.2	AC009960.6	203482418	203482710	pseudogene
2	ENSG00000227454.2	MTND4P30	203482706	203483604	pseudogene
2	ENSG00000233311.1	AC009960.3	203483908	203484619	pseudogene
2	ENSG00000138439.10	FAM117B	203499901	203634480	protein_coding
2	ENSG00000240761.1	AC098831.4	203638443	203639083	pseudogene
2	ENSG00000163596.12	ICA1L	203640690	203736708	protein_coding
2	ENSG00000233579.1	KRT8P15	203705054	203706504	pseudogene
2	ENSG00000138442.4	WDR12	203745323	203879521	protein_coding
2	ENSG00000138380.12	CARF	203776937	203851060	protein_coding
2	ENSG00000232479.2	AC010900.2	203789332	203790627	pseudogene
2	ENSG00000270664.1	RP11-544H14.1	203859917	203860126	pseudogene
2	ENSG00000144426.14	NBEAL1	203879602	204091101	protein_coding
2	ENSG00000232994.1	RPL7P14	203904831	203905622	pseudogene
2	ENSG00000202059.1	SNORA1	203917008	203917141	snoRNA
2	ENSG00000228513.1	AC023271.1	203926037	203927126	pseudogene
2	ENSG00000225124.1	AC023271.2	203939408	203939865	pseudogene
2	ENSG00000204196.4	AC011737.2	204055503	204056000	pseudogene
2	ENSG00000119004.10	CYP20A1	204103663	204163009	protein_coding
2	ENSG00000264041.1	RN7SL670P	204124327	204124618	misc_RNA
2	ENSG00000238285.1	MRPL50P2	204180113	204180594	pseudogene
2	ENSG00000138443.10	ABI2	204192942	204301606	protein_coding
2	ENSG00000256458.1	RP11-363J17.1	204193182	204193949	antisense
2	ENSG00000173166.13	RAPH1	204259068	204400133	protein_coding
2	ENSG00000233459.1	AC125238.2	204499300	204500739	pseudogene
2	ENSG00000233031.1	AC125238.3	204536898	204537146	pseudogene
2	ENSG00000178562.12	CD28	204571198	204602557	protein_coding
2	ENSG00000224791.1	KRT18P39	204629018	204630316	pseudogene
2	ENSG00000211573.2	AC125238.1	204629430	204629521	miRNA
2	ENSG00000213925.3	NPM1P33	204637354	204638225	pseudogene
2	ENSG00000206970.1	RNU6-474P	204646760	204646866	snRNA
2	ENSG00000163599.10	CTLA4	204732509	204738683	protein_coding
2	ENSG00000163600.8	ICOS	204801471	204826300	protein_coding
2	ENSG00000235951.1	AC009965.1	204930429	204932086	pseudogene
2	ENSG00000234714.1	AC009965.2	204955180	204974572	lincRNA
2	ENSG00000237271.1	AC009498.1	205092860	205099708	lincRNA
2	ENSG00000236681.1	DSTNP5	205171565	205172087	pseudogene
2	ENSG00000225304.1	AC106901.1	205243818	205244515	pseudogene
2	ENSG00000236634.1	AC016903.1	205334799	205338560	lincRNA
2	ENSG00000237843.1	AC016903.2	205340079	205372395	lincRNA
2	ENSG00000116117.13	PARD3B	205410516	206484886	protein_coding
2	ENSG00000223890.1	AC008171.1	206118028	206118227	pseudogene
2	ENSG00000118257.12	NRP2	206546714	206662857	protein_coding
2	ENSG00000225216.2	AC007362.3	206621193	206628730	antisense
2	ENSG00000180672.4	AC007362.1	206642540	206644433	pseudogene
2	ENSG00000201875.1	RN7SKP178	206765354	206765682	misc_RNA
2	ENSG00000213739.3	AC007679.1	206813815	206814869	pseudogene
2	ENSG00000225610.1	AC007679.3	206854309	206865582	antisense
2	ENSG00000114933.11	INO80D	206858445	206951027	protein_coding
2	ENSG00000252485.1	Vault	206872604	206872698	misc_RNA
2	ENSG00000207386.1	Y_RNA	206890317	206890421	misc_RNA
2	ENSG00000237041.1	AC007679.4	206905156	206905569	pseudogene
2	ENSG00000227946.1	AC007383.3	206949329	206951288	lincRNA
2	ENSG00000231955.1	AC007383.4	206980271	206987047	antisense
2	ENSG00000237580.1	GCSHP3	206980834	206981224	pseudogene
2	ENSG00000023228.8	NDUFS1	206986149	207024327	protein_coding
2	ENSG00000114942.9	EEF1B2	207024309	207027652	protein_coding
2	ENSG00000207047.2	SNORD51	207026602	207026681	snoRNA
2	ENSG00000207406.1	SNORA41	207026952	207027083	snoRNA
2	ENSG00000183671.8	GPR1	207040040	207082771	protein_coding
2	ENSG00000222496.1	RN7SKP200	207086039	207086358	misc_RNA
2	ENSG00000159186.4	AC007383.6	207100960	207101595	pseudogene
2	ENSG00000224070.1	HMGN1P6	207124352	207124642	pseudogene
2	ENSG00000252716.1	RN7SKP260	207124790	207124938	misc_RNA
2	ENSG00000204186.3	ZDBF2	207139387	207179148	protein_coding
2	ENSG00000269633.1	AC017081.1	207220463	207220843	protein_coding
2	ENSG00000180105.11	AC017081.2	207274811	207275633	pseudogene
2	ENSG00000234491.1	HNRNPA1P51	207284016	207284962	pseudogene
2	ENSG00000114948.8	ADAM23	207308263	207485851	protein_coding
2	ENSG00000228577.1	AC010731.2	207471221	207474536	antisense
2	ENSG00000231653.1	AC010731.3	207504797	207506006	antisense
2	ENSG00000235118.3	AC010731.4	207507142	207514173	lincRNA
2	ENSG00000232125.2	DYTN	207516345	207583120	protein_coding
2	ENSG00000213083.3	AC010731.6	207551241	207552086	pseudogene
2	ENSG00000207319.1	Y_RNA	207565789	207565909	misc_RNA
2	ENSG00000138400.8	MDH1B	207602487	207630271	protein_coding
2	ENSG00000118246.9	FASTKD2	207630081	207657233	protein_coding
2	ENSG00000263468.1	MIR3130-1	207647958	207648032	miRNA
2	ENSG00000260171.1	RP11-95H11.1	207685914	207687018	lincRNA
2	ENSG00000229321.1	AC008269.2	207731519	207733013	lincRNA
2	ENSG00000144410.4	CPO	207804278	207834198	protein_coding
2	ENSG00000118263.10	KLF7	207938861	208031991	protein_coding
2	ENSG00000253008.2	MIR2355	207974711	207974797	miRNA
2	ENSG00000237892.1	KLF7-IT1	207985608	207986768	sense_intronic
2	ENSG00000224342.1	AC007879.1	208038358	208087514	lincRNA
2	ENSG00000234902.2	AC007879.2	208051441	208100790	lincRNA
2	ENSG00000225916.1	AC007879.4	208091673	208093032	lincRNA
2	ENSG00000240440.1	AC007879.3	208100023	208102599	lincRNA
2	ENSG00000229647.1	AC007879.7	208104374	208110611	lincRNA
2	ENSG00000223725.2	AC007879.5	208104588	208394519	antisense
2	ENSG00000225064.1	AC007879.6	208125169	208135414	lincRNA
2	ENSG00000221628.1	MIR1302-4	208133999	208134148	miRNA
2	ENSG00000118260.10	CREB1	208394461	208468155	protein_coding
2	ENSG00000144401.10	METTL21A	208445355	208490652	protein_coding
2	ENSG00000223433.1	AC079767.3	208519505	208519675	pseudogene
2	ENSG00000224137.1	AC079767.4	208527099	208531748	lincRNA
2	ENSG00000199251.1	RNU6-664P	208545257	208545363	snRNA
2	ENSG00000213082.3	PPP1R14BP2	208546314	208546757	pseudogene
2	ENSG00000200764.1	Y_RNA	208552684	208552783	misc_RNA
2	ENSG00000163249.5	CCNYL1	208576264	208626563	protein_coding
2	ENSG00000264900.1	MIR4775	208619531	208619605	miRNA
2	ENSG00000163251.3	FZD5	208627310	208634287	protein_coding
2	ENSG00000244567.1	AC096772.6	208686014	208687493	lincRNA
2	ENSG00000178385.9	PLEKHM3	208693027	208890284	protein_coding
2	ENSG00000225111.1	AC083900.1	208733306	208734639	sense_intronic
2	ENSG00000212246.1	RNU6-360P	208884362	208884465	snRNA
2	ENSG00000185078.3	AC093698.1	208896107	208896677	pseudogene
2	ENSG00000251941.1	RNA5SP116	208918885	208918982	rRNA
2	ENSG00000224839.1	AC093698.2	208921972	208922469	pseudogene
2	ENSG00000238582.1	snoU13	208938785	208938886	snoRNA
2	ENSG00000229150.1	CRYGEP	208972957	208977235	pseudogene
2	ENSG00000118231.4	CRYGD	208986331	208989225	protein_coding
2	ENSG00000163254.4	CRYGC	208992861	208994554	protein_coding
2	ENSG00000224529.1	AC093698.4	209000118	209002421	pseudogene
2	ENSG00000182187.3	CRYGB	209007297	209010892	protein_coding
2	ENSG00000168582.4	CRYGA	209025464	209028300	protein_coding
2	ENSG00000188674.6	C2orf80	209030067	209054797	protein_coding
2	ENSG00000233869.1	AC016697.1	209072859	209073708	pseudogene
2	ENSG00000228111.1	AC016697.6	209079448	209087349	pseudogene
2	ENSG00000263524.1	AC016697.3	209098168	209098229	miRNA
2	ENSG00000138413.9	IDH1	209100951	209130798	protein_coding
2	ENSG00000231908.1	IDH1-AS1	209119971	209120905	antisense
2	ENSG00000115020.12	PIKFYVE	209130991	209223475	protein_coding
2	ENSG00000228380.1	AC016697.2	209134067	209134681	pseudogene
2	ENSG00000144407.5	PTH2R	209224438	209719227	protein_coding
2	ENSG00000213081.3	AC012362.3	209225356	209226094	pseudogene
2	ENSG00000265454.1	AC012362.1	209234286	209234347	miRNA
2	ENSG00000227430.1	AC019185.2	209330963	209331351	pseudogene
2	ENSG00000231896.1	AC019185.4	209334575	209405138	sense_intronic
2	ENSG00000232409.1	AC019185.3	209381633	209381955	pseudogene
2	ENSG00000202164.1	RNA5SP117	209785271	209785388	rRNA
2	ENSG00000235864.1	HSPA8P6	209937321	209938872	pseudogene
2	ENSG00000232799.1	CRYGFP	210009965	210012411	pseudogene
2	ENSG00000240286.1	MEAF6P1	210043528	210046742	pseudogene
2	ENSG00000229670.2	PKP4P1	210043690	210045847	pseudogene
2	ENSG00000078018.15	MAP2	210288782	210598842	protein_coding
2	ENSG00000222317.1	RNA5SP118	210586637	210586745	rRNA
2	ENSG00000144406.13	UNC80	210636717	210864024	protein_coding
2	ENSG00000237194.1	SNAI1P1	210673528	210674304	pseudogene
2	ENSG00000197713.10	RPE	210867289	210886300	protein_coding
2	ENSG00000144445.11	KANSL1L	210886147	211036107	protein_coding
2	ENSG00000229127.1	AC007038.7	210895457	210929080	antisense
2	ENSG00000231063.1	AC006994.1	210952950	210953788	pseudogene
2	ENSG00000263530.1	AC006994.3	211036020	211036115	miRNA
2	ENSG00000231294.1	AC006994.2	211036242	211095107	antisense
2	ENSG00000115361.3	ACADL	211052663	211090215	protein_coding
2	ENSG00000199203.1	Y_RNA	211130687	211130798	misc_RNA
2	ENSG00000168530.11	MYL1	211154874	211179914	protein_coding
2	ENSG00000234281.1	AC007970.1	211189483	211333970	antisense
2	ENSG00000115365.7	LANCL1	211295973	211342376	protein_coding
2	ENSG00000021826.10	CPS1	211342406	211543831	protein_coding
2	ENSG00000271074.1	RP11-212J19.1	211969658	211970456	pseudogene
2	ENSG00000231017.1	AC013404.1	212163666	212163914	pseudogene
2	ENSG00000178568.9	ERBB4	212240446	213403565	protein_coding
2	ENSG00000199585.1	RNA5SP119	212400378	212400494	rRNA
2	ENSG00000232631.1	MTND2P23	212641931	212642581	pseudogene
2	ENSG00000236007.1	AC105921.5	212642998	212644488	pseudogene
2	ENSG00000221782.1	MIR548F2	213290987	213291084	miRNA
2	ENSG00000236193.2	AC079610.1	213446081	214032436	processed_transcript
2	ENSG00000221388.1	AC093865.1	213628294	213628399	miRNA
2	ENSG00000234308.1	AC093381.2	213660055	213683986	lincRNA
2	ENSG00000231254.2	PCED1CP	213696885	213697669	pseudogene
2	ENSG00000223373.1	AC108066.1	213775727	213784533	lincRNA
2	ENSG00000266354.1	MIR4776-2	213790981	213791060	miRNA
2	ENSG00000030419.12	IKZF2	213864429	214017151	protein_coding
2	ENSG00000270659.1	RP11-105N14.1	214017694	214018383	lincRNA
2	ENSG00000272519.1	RP11-105N14.2	214131719	214140876	lincRNA
2	ENSG00000196096.3	AC079610.2	214141276	214148929	lincRNA
2	ENSG00000144451.14	SPAG16	214149113	215275225	protein_coding
2	ENSG00000265734.1	MIR4438	214622791	214622883	miRNA
2	ENSG00000197585.5	AC107218.3	215114764	215548970	antisense
2	ENSG00000213917.2	RPL5P8	215145362	215146176	pseudogene
2	ENSG00000174453.5	VWC2L	215275789	215443683	protein_coding
2	ENSG00000224257.1	VWC2L-IT1	215374920	215401614	sense_intronic
2	ENSG00000177261.7	ENSAP3	215562451	215562788	pseudogene
2	ENSG00000138376.6	BARD1	215590370	215674428	protein_coding
2	ENSG00000229267.2	AC072062.1	215674953	215827998	antisense
2	ENSG00000207274.1	SNORA70	215711671	215711805	snoRNA
2	ENSG00000230076.1	AC016708.2	215711852	215712169	pseudogene
2	ENSG00000144452.10	ABCA12	215796266	216003151	protein_coding
2	ENSG00000227769.3	AC072062.3	215886722	215906980	antisense
2	ENSG00000237571.1	AC073284.4	216139715	216142670	lincRNA
2	ENSG00000238663.1	snoU13	216167489	216167587	snoRNA
2	ENSG00000138363.10	ATIC	216176540	216214487	protein_coding
2	ENSG00000115414.14	FN1	216225163	216300895	protein_coding
2	ENSG00000230695.1	AC012462.1	216300976	216301715	antisense
2	ENSG00000225166.1	AC012462.2	216318430	216328594	lincRNA
2	ENSG00000228618.1	AC012462.3	216341390	216344971	lincRNA
2	ENSG00000234938.2	AC012668.1	216395170	216410249	lincRNA
2	ENSG00000237525.2	AC012668.2	216397856	216578618	lincRNA
2	ENSG00000227981.2	AC012668.3	216444130	216447358	lincRNA
2	ENSG00000235770.1	LINC00607	216476286	216708445	lincRNA
2	ENSG00000230838.1	AC093850.2	216582766	216584147	lincRNA
2	ENSG00000216721.3	AC093850.1	216669454	216669704	pseudogene
2	ENSG00000227824.1	AC122136.2	216734646	216735241	lincRNA
2	ENSG00000212055.1	AC122136.1	216743556	216743642	miRNA
2	ENSG00000226276.1	AC093382.1	216804031	216806442	lincRNA
2	ENSG00000118242.11	MREG	216809213	216898819	protein_coding
2	ENSG00000115425.9	PECR	216861052	216947678	protein_coding
2	ENSG00000163449.6	TMEM169	216946589	216967506	protein_coding
2	ENSG00000079246.11	XRCC5	216972187	217071026	protein_coding
2	ENSG00000232970.1	POLHP1	217021065	217021534	pseudogene
2	ENSG00000236478.2	AC012513.4	217039619	217040755	pseudogene
2	ENSG00000260804.2	RP11-566E18.3	217081768	217084915	lincRNA
2	ENSG00000144583.4	MARCH4	217122588	217236750	protein_coding
2	ENSG00000231092.1	AC012513.6	217124318	217130853	antisense
